index	title	description	category
117	Michael B. Jordan to Direct ‘Creed 4,’ Producer Irwin Winkler Says	"Jordan made his directorial debut on this year's ""Creed 3,"" which turned into a runaway box office success."	
118	The Hunger Games Tops The Box Office, But Lionsgate Isn't Partying Like It's 2012	The Hunger Games: The Ballad of Songbirds &amp; Snakes easily topped the box office, but it wasn&amp;#39;t as big of a hit as previous Hunger Games movies.	
119	Taika Waititi's Next Goal Wins Is 2023's Latest Box Office Bomb	Despite its low budget, Taika Waititi&amp;#39;s delayed sports comedy Next Goal Wins is unlikely to recoup its costs at the box office. But what went wrong, exactly?	
120	‘Wish’ To Rise Disney Animation’s Star Over Thanksgiving With $75M Global Opening; ‘Napoleon’ Charges For $46M WW – Box Office Preview	Disney original animation is looking at a comeback this Thanksgiving with the princess pic Wish with as much as $45M-$50M over 5-days after suffering a setback over last year’s holiday with Strangeworld which did $18.8M. With the strikes over, and Thanksgivin…	
121	Get 2023's Biggest Movie, Barbie, For Only $10 During Black Friday	It's Black Friday week, and that means you can score a deal on almost anything you can think of. If you've been the market to buy a copy of 2023's biggest movie, Barbie, you're in luck. A number of details are selling the film, which stars Margot Robbie, for …	
122	Paramount Plus Black Friday Deal: Get 3 Months for $6 - CNET	Eligible subscribers can get a discount on Paramount Plus Essential or Paramount Plus with Showtime.	
123	Apple’s ‘Napoleon’ Sets Thanksgiving Global Box Office Battle Plan Via Sony With $46M WW Start – Preview	EXCLUSIVE: Getting a leg-up here on our Thanksgiving stretch preview, Apple Studios production of Ridley Scott’s Napoleon will invade the global box office via Sony this Wednesday, in what’s shaping up to be a $46M WW global start. Split up for the Wednesday-…	
124	Nicholas Hoult is your latest Lex Luthor	James Gunn isn’t going to let a little thing like “superhero fatigue” slow him down, no matter how many Marvels crash at the box office. Hot off the news that another studio might release Coyote Vs. Acme, which Gunn produced, his upcoming Superman: Legacy now…	
125	Iman Vellani Shrugs Off ‘The Marvels’ Box Office Woes: ‘That’s for Bob Iger’	"The ""Ms. Marvel"" star isn't losing sleep over the profitability of her big screen debut."	
126	It’s not Iman Vellani’s problem that The Marvels is a bomb	Marvel’s The Marvels is having a pretty lousy time at the box office, having already gotten the worst opening in MCU history and then a huge drop-off in its second week, but star Iman Vellani—who plays Ms. Marvel, a.k.a. Kamala Khan—isn’t phased by it. In fac…	
127	Contenders Film: Los Angeles Kicks Off Today Spotlighting 28 Awards-Season Movies	Deadline’s Contenders Film: Los Angeles kicks off Saturday morning at 8:30 a.m. PT spotlighting 28 movies, with panel discussions featuring cast and creatives from this awards season’s most talked-about films, including actors scheduled to return to post-stri…	
128	Jawan is the most watched Indian film on Netflix with over 3.7 mn views, Shah Rukh Khan thanks fans for ‘overwhelming response’	Shah Rukh Khan starrer Jawan has has been in the Top 10 Films (Non-English) list globally for two weeks now.	
129	Pi-lomar Puts an Observatory in Your Hands	Humans have loved looking up at the night sky for time immemorial, and that hasn’t stopped today. [MattHh] has taken this love to the next level with the Pi-lomar Miniature Observatory. Built…	
130	Napoleon Box Office Prediction: Will It Flop or Succeed?	Joaquin Phoenix’s Napoleon hits the theaters soon, and fans wish to find out how it will perform at the box office. Will the latest Apple TV movie flop, or will it succeed? Here’s a prediction based on the current projections. How Much Money is Napoleon predi…	
131	Every Edgar Wright movie, ranked from worst to best	With the new show Scott Pilgrim Takes Off now streaming on Netflix, it's time to rank all of Edgar Wright's movies from worst to best.	
132	With Five Studios Clamoring to Make A Deal, Can Kim Kardashian Save the Movie Comedy?	The Kardashian produced-and-starred ‘The 5th Wheel’ is already lousy with green lights	
133	The 7 Best and 7 Worst Movie Remakes of All Time	In the grand scheme of cinema, remakes are akin to a high-stakes gamble, where filmmakers attempt to capture lightning in a bottle not once but twice. Some remakes transcend their originals, becoming cinematic masterpieces in their own right.	
134	‘Thalapathy’ Vijay’s Leo to stream on Netflix from this date	Vijay's Leo will be available to Netflix subscribers abroad from November 28, following its India digital premiere on November 24.	
135	India Box Office: Salman Khan’s ‘Tiger 3’ Scores $45 Million In A Week	Indian star Salman Khan Scores Below $50 million in a week with the new Hindi film 'Tiger 3'.	
136	How Stan Lee And Spider-Man Ruined Plans For A James Cameron X-Men Movie	Stan Lee once went to talk to James Cameron about a potential X-Men movie, and then the subject of Spider-Man came up.	
137	With Strikes Settled, Hollywood Dives Into An Uncertain Awards Season	Two strikes hobbled Hollywood well into traditional Oscar season. Now the industry, and awards telecasts, are trying to get back to normal amid uncertain futures.	
138	‘Saltburn’ In Year’s Top Limited Openings, ‘The Holdovers’ Aces Expansion, ‘Stop Making Sense’ Blows Past Original 1984 Run – Specialty Box Office	In a super weekend for specialty, Saltburn had a lofty open on seven screens and The Holdovers a nice $2.7 million in a major week-three expansion that put it at no. 6 at the domestic box office. Actors are once again out promoting their films and indie/origi…	
139	The Marvels Star Iman Vellani Not Focusing on Box Office Returns: ‘What’s the Point?’	Despite relatively poor box office returns, The Marvels and Ms. Marvel star Iman Vellani isn’t too worried about how much money the recent Marvel Cinematic Universe film has made. Speaking to Yahoo Entertainment, Vellani — who reprises her role as Kamala Khan…	
140	Tiger 4 Movie Teased by Salman Khan	Tiger 3, has been breaking box office records ever since its release and Salman Khan recently teased the possibility of Tiger 4 in an interview. Directed by Maneesh Sharma, Tiger 3 stars Salman Khan, Katrina Kaif and Emraan Hashmi in the lead roles. It is the…	
141	Cyberpunk 2077's Incredible Turnaround Will Now Be Preserved Forever	As Cyberpunk 2077 approaches its third anniversary, the beleaguered blockbuster is getting a send-0ff to immortalize its unlikely turnaround. CD Projekt Red announced an Ultimate Edition for the sci-fi RPG on November 21 that includes this year’s Phantom Libe…	
142	Walton Goggins, Zadie Smith, and Lauryn Hill	Entertainment musts from Conor Friedersdorf	
143	Cool Stuff: Five Nights At Freddy's Brings The Animatronic Terror To 4K Blu-Ray In December	The horror hit Five Nights at Freddy&amp;#39;s is coming home to digital and 4K Blu-ray very soon. Get all the details right here.	
144	Video Game Award Categories Are Broken	Tamoor is joined by Jeff Grubb to talk about how video game awards approach categorization and why it may need rethinking.	
145	John Cleese Reveals “We Killed A Man” With Comedy Film ‘A Fish Called Wanda’	John Cleese, the comedy veteran star of Monty Python and Fawlty Towers, has made a surprising admission – that he once killed a man. Cleese wrote and appeared in the comedy hit film A Fish Called Wanda – also starring Kevin Kline and Jamie Lee Curtis – and he…	
146	‘Five Nights At Freddy’s’ Has Now Outgrossed ‘The Flash’ Globally	Five Nights at Freddy’s has now outgrossed The Flash’s worldwide box office, hitting $271 million to The Flash’s $270 million.	
147	‘Apolonia, Apolonia,’ ‘The Mother Of All Lies,’ ‘Milisuthando’ Lead Way As IDA Documentary Awards Announces Nominees [Full List]	Lea Glob’s documentary Apolonia, Apolonia earned a leading four nominations today as the IDA Documentary Awards revealed its nominees for the 39th edition of the prestigious event. Following closely with three nominations apiece were The Mother of All Lies, d…	
148	Wish Box Office Prediction: Will It Flop or Succeed?	Disney’s Wish is heading out in the theaters during the Thanksgiving Holiday period and fans are wondering how much money it is going to make. Will it be able to restore Disney Animation’s glorious box office days? Here’s all you need to know about its box of…	
149	Broadway Box Office Slips In Pre-Thanksgiving Lull; ‘Jaja’s African Hair Braiding’, Melissa Etheridge Post Gains In Final Weeks	Broadway box office took a 7% slide in the week before the Thanksgiving holiday, with the 29 shows settling in at a total $27,060,113 in receipts. Attendance for the week ending Nov. 19 was 228,423, about 86% of capacity and a slip of 3% from the previous wee…	
150	Seven Bucks Productions Taps Scott Landsman As Head Of Television; Melissa Fried Joins As VP of Film Development & Production	Dwayne Johnson and Dany Garcia’s Seven Bucks Productions has brought in former senior Sony TV comedy executive Scott Landsman as Head of Television. Meanwhile, Verve’s Melissa Fried has come on board as VP of Film Development & Production. Prior to joining Se…	
151	Nicole Kidman and Harris Dickinson Set for A24 Erotic Thriller from ‘Bodies Bodies Bodies’ Director Halina Reijn	"Hot off the indie success of ""Bodies,"" Reijn will direct the film about a successful CEO who begins an illicit affair with her much younger intern."	
152	The Bikeriders Reportedly Shopping For A New Distributor	Back in mid-October, 20th Century Studios and Disney decided to pull The Bikeriders, staring Austin Butler, Jodie Comer, and Tom Hardy, and directed by Jeff Nichols, from its planned early December release date, citing the ongoing SAG-AFTRA strikes as the rea…	
153	The Hunger Games: The Ballad of Songbirds and Snakes Debuts Atop the Domestic Weekend Box Office	The Hunger Games: The Ballad of Songbirds and Snakes has won the domestic weekend box office by holding off both Trolls Band Together and The Marvels by earning $44.0 million in tickets sales.	
154	11 Surprising Movies That Were Massive Successes At The Box Office	Sometimes unexpected films will succeed at the box office. The films are often widely celebrated today, but their success wasn't easily predicted.	
